ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
3607,Radio Azul,true,http://cadenaser.com/emisora/radio_azul/,https://www.facebook.com/radioazul,https://twitter.com/radioazul,https://www.youtube.com/channel/UCaSQbCWq-Ry7lnY4YySJ_yQ,https://www.instagram.com/radioazul_/,https://t.me/radioazulser,,,,,,,,ES,"Calle Montejano, 65, 16660 Las Pedroñeras, Cuenca",16660,Las Pedroñeras,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2773,39.4513036,-2.6747304,,,2022-09-06T09:17:06.910Z,2023-01-27T11:11:02.745Z,2022-09-06T09:22:58.469Z,"web, radio, app",spanish,advertising,Cuenca,Castilla - La Mancha,,,,,,,,,,,,
3608,Rádio Azul,true,https://radioazul.pt,https://www.facebook.com/radioazul.pt/,https://twitter.com/radioazul_pt,https://www.youtube.com/user/radioazulsetubal,https://www.instagram.com/radioazul.pt/,,,,1985,,,,,PT,"Avenida Rodrigues Manito, 58 r/c B",2900-061,Setúbal,local,false,,"R.A. Produções Rádiofónicas, Lda.",false,false,true,General,,private,false,PT_802,38.5387843,-8.8944326,,,2022-09-06T08:54:23.860Z,2023-01-27T11:12:26.651Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,,Setúbal,Setúbal,,,,,,,,,,,,
3609,Ràdio Badalona,true,http://www.radiob.cat/,,https://twitter.com/bdncom,,,,,,,2012,,,,ES,"Sant Agustí 11, 08915 Badalona (Barcelona)",8915,Badalona,local,false,XAL (Xarxa Audiovisual Local),Badalona Comunicació,true,false,true,General,,,false,ES_2774,41.4591172,2.2493867,,,2022-09-06T09:22:29.833Z,2023-01-27T11:11:15.356Z,2022-09-06T09:22:58.469Z,"radio, web, app, tv",catalan,advertising,Barcelona,Cataluña,,,,,,,,,,,,
3610,Radio Bahía Gibraltar,true,http://radiobahiagibraltar.es/,https://www.facebook.com/RadioBahiaGibraltar,https://twitter.com/RadioBGibraltar,https://www.youtube.com/channel/UC8sU4HavJMUMS6crm3b4F3w,https://www.instagram.com/radiobahiagibraltar/,,,,,2014,,,,ES,PI Incosur - Campamento – San Roque –Cádiz,11360,Bahía de Cádiz,local,false,,Radio Bahía Gibraltar,false,false,true,General,,,false,ES_2775,36.1748353,-5.3750137,,,2022-09-06T09:11:09.943Z,2023-01-27T11:10:39.106Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,advertising,Cádiz,Andalucía,,,,,,,,,,,,
3611,Rádio Baixa,true,http://http://www.radiobaixa.com,https://www.facebook.com/radiobaixa/,https://twitter.com/radiobaixa,https://www.youtube.com/c/RadioBaixa,https://www.instagram.com/radiobaixa/,,,,2018,2018,2018-01-01,,,PT,"Rua Eduardo Coelho, 23",3000-148,Coimbra,hyperlocal,true,,,false,false,false,Cultura (literatura, cine, música, arte),,private,false,PT_803,40.2102483,-8.4297668,,,2022-09-06T08:54:36.568Z,2023-01-27T11:11:24.143Z,2022-09-06T09:22:58.469Z,web,portuguese,"public_or_private_subsidies, donations",Coimbra,Coimbra,,,,,,,,,
3612,Radio Bala,false,https://radiobalamanresa.wordpress.com/,https://www.facebook.com/Radio-Bala-377893548975318,,,,,,,,,,2016,2016-02-04,ES,,,Manresa,local,,,,,,,,,,false,ES_2776,41.7295121,1.821158001,,,2022-09-06T09:22:10.890Z,2023-01-27T11:11:15.376Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3613,Radio Balaguer,true,http://www.radiobalaguer.cat/portal/,https://www.facebook.com/R%C3%A0dio-Balaguer-1645461705666021,https://twitter.com/RadioBalaguer,https://www.youtube.com/channel/UCldgU2-_tKHt0iQ3jKv_UQA,https://www.instagram.com/radiobalaguer,https://t.me/radiobalaguer,,,,2006,,,,ES,Plaza Mercadal 1 Balaguer (La Noguera),25600,Balaguer,local,false,,,true,false,true,General,,,false,ES_2777,41.7895608,0.804651,,,2022-09-06T09:22:01.631Z,2023-01-27T11:11:21.142Z,2022-09-06T09:22:58.469Z,"web, app, radio",catalan,advertising,Lleida,Cataluña,,,,,,,,,,,,
3614,Radio Balear,false,http://www.radiobalear.es/,https://www.facebook.com/RBMallorca,https://twitter.com/radiobalearfm,,,,,,,,,,,ES,Manacor 171 piso 2º  - 07007- Palma de Mallorca (Illes Balears),7007,,local,false,,Capalluch SL,,,,,,,false,ES_2778,39.5710167,2.676746,,,2022-09-06T09:22:34.725Z,2023-01-27T11:10:53.240Z,2022-09-06T09:22:58.469Z,web,spanish,,Illes Balears,Balears, Illes,,,,,,,,,,,
3615,Ràdio Balsareny,false,http://www.radiobalsareny.org/,,,,,,,,,,,2018,2018-10-04,ES,,8660,Balsareny,local,false,,,,,,,,,false,ES_2779,41.8634562,1.8745219,,,2022-09-06T09:22:11.761Z,2023-01-27T11:11:15.397Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3616,Ràdio Banyoles,true,www.Radiobanyoles.cat,https://www.facebook.com/radiobanyoles,https://twitter.com/radiobanyoles,https://www.youtube.com/channel/UCwApJwoG5fOJ7D3Kl-bbU8w,https://www.instagram.com/radiobanyoles,,,,,2008,,,,ES,"Pere Alsius 11, segona planta - Apartat de Correus 248 - 17820 Banyoles (Pla de l'Estany)",17820,Pla de l'Estany,local,false,,,true,false,true,General,,,false,ES_2780,42.1148321,2.7539868,,,2022-09-06T09:22:35.653Z,2023-01-27T11:11:19.853Z,2022-09-06T09:22:58.469Z,"radio, web",catalan,advertising,Girona,Cataluña,,,,,,,,,,,,
3617,Rádio Barca,true,https://http://www.barcafm.pt,https://www.facebook.com/radio.barca.3,,https://www.youtube.com/channel/UCsnzRRErNCNcfJFDLxP8w2A,https://www.instagram.com/barcafmradio/,,,,1987,,,,,PT,"Rua Cónego Avelino Jesus da Costa, 21 – 2º Trás.",4980-632,Ponte da Barca,hyperlocal,false,,Rádio Barca - Cooperativa de Informação de Ponte da Barca CRL,false,false,true,General,,private,false,PT_804,41.8045124,-8.4119705,"Chamadas de valor acrescentado para dar os parabéns a alguém, ler o tarot, passatempos ou discos pedidos",,2022-09-06T08:54:37.966Z,2023-01-27T11:12:27.247Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,consultancy_events_and_other,Viana do Castelo,Viana do Castelo,,,,,,,,,,,,
3618,Ràdio Barcelona,true,http://cadenaser.com/emisora/radio_barcelona/,https://www.facebook.com/radiobarcelona,https://twitter.com/radiobarcelona,https://www.youtube.com/user/radiobarcelonaser,https://www.instagram.com/radiobarcelona/,,,,,,,,,ES,"Gran Vía núm. 32, 28013 de Madrid",28013,Barcelona,local,false,Prisa,PRISA,true,true,true,General,,,false,ES_2781,40.420417,-3.703471,,,2022-09-06T09:16:36.074Z,2023-01-27T11:11:15.434Z,2022-09-06T09:22:58.469Z,"web, app, radio","spanish, catalan",advertising,Barcelona,Cataluña,,,,,,,,,,,,
3619,Radio Baza,false,http://cadenaser.com/emisora/f/radio_baza/,https://www.facebook.com/RadioBazaSER,https://twitter.com/radiobaza,,,,,,,,,,,ES,San Francisco nº 3. Ático - 18800 Baza (Granada),18800,Baza,local,false,,,,,,,,,false,ES_2782,37.4862228,-2.7769904,,,2022-09-06T09:17:06.497Z,2023-01-27T11:10:41.142Z,2022-09-06T09:22:58.469Z,web,spanish,,Granada,Andalucía,,,,,,,,,,,,
3620,Ràdio Begues,false,http://www.radiobegues.cat/,https://www.facebook.com/radiobegues,https://twitter.com/radiobegues,,,,,,,2010,,,,ES,"Passeig de l'Església, 1 , 08859 Begues, Barcelona",8859,Begues,local,true,,Ayuntamiento de Begues,,,,,,public,false,ES_2783,41.3310595,1.9221762,,,2022-09-06T09:22:12.116Z,2023-01-27T11:11:15.471Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3621,Rádio Beira Litoral,true,http://beiralitoralfm.com,https://www.facebook.com/beira.litoral,,,,,,,,,,,,PT,Ed. Casa do Povo,3140-022,Montemor-o-Velho,local,false,,,false,false,true,General,,private,false,PT_805,40.1748245,-8.6826636,,,2022-09-06T08:54:27.591Z,2023-01-27T11:11:24.169Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,,Coimbra,Coimbra,,,,,,,,,,,,
3622,Radio Betis,false,http://radiobetis.es/,,https://twitter.com/RadioBetis_es,,,,,,,,,,,ES,"Avda. de la Palmera, s/n. 41012 Sevilla",41012,Sevilla,local,true,,Real Betis Balompie,,,,,,private,false,ES_2784,37.3618927,-5.9833796,,,2022-09-06T09:11:03.643Z,2023-01-27T11:10:46.106Z,2022-09-06T09:22:58.469Z,web,spanish,,Sevilla,Andalucía,,,,,,,,,,,,
3623,Radio Bhura,false,http://radiobhura.com/,https://www.facebook.com/radiobhura,https://twitter.com/radio_bhura,,,,,,,,,,,ES,,,,local,false,,,,,,,,,false,ES_2785,,,,,2022-09-06T09:22:54.997Z,2023-01-27T11:12:16.041Z,2022-09-06T09:22:58.469Z,web,spanish,,ES Unknown,,,,,,,,,,,,,
3624,Radio Bierzo,true,http://cadenaser.com/emisora/radio_bierzo/,https://www.facebook.com/radiobierzo,https://twitter.com/radiobierzo,https://www.youtube.com/channel/UCHmTuUvlp9fpjNDd1Fz9MmQ,https://www.instagram.com/serbierzo/,,,,,,,,,ES,"Av. España, 12, 24402 Ponferrada, León",24402,Ponferrada,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2786,42.5479079,-6.5996546,,,2022-09-06T09:10:59.402Z,2023-01-27T11:11:05.464Z,2022-09-06T09:22:58.469Z,"radio, app, web",spanish,advertising,León,Castilla y León,,,,,,,,,,,,
3625,Radio Bilbao,true,http://cadenaser.com/emisora/radio_bilbao/,https://www.facebook.com/radiobilbao,https://twitter.com/radiobilbao,https://www.youtube.com/channel/UCysHRflb_JnFe8RdV5mYgQA,https://www.instagram.com/radiobilbao/,,,,,,,,,ES,"6, Ercilla Kalea, 24, 48011 Bilbao, Vizcaya",48011,Bilbao,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2787,43.265383,-2.930392,,,2022-09-06T09:17:05.447Z,2023-01-27T11:12:18.794Z,2022-09-06T09:22:58.469Z,"radio, app, web",spanish,advertising,Bizkaia,País Vasco,,,,,,,,,,,,
3626,Ràdio Blanes,true,http://www.radioblanes.cat/,https://www.facebook.com/radioblanes.cat,https://twitter.com/RadioBlanes,,,,,,,2010,,,,ES,"Avenida de la Pau, 4 - 17300 Blanes (Girona)",17300,Blanes,local,false,,,true,false,true,General,,,false,ES_2788,41.6785404,2.7889923,,,2022-09-06T09:22:35.983Z,2023-01-27T11:11:19.872Z,2022-09-06T09:22:58.469Z,"app, radio, web",catalan,,Girona,Cataluña,,,,,,,,,,,,
3627,Rádio Boa Nova,true,https://radioboanova.sapo.pt,https://www.facebook.com/radioboanova1002,https://twitter.com/radioboanova,https://www.youtube.com/channel/UCjlj52FrV3cQYkGWZ278rMg,https://www.instagram.com/radioboanova1002/,,,,1986,2003,,,,PT,Avenida Calouste Gulbenkian - Zona Industrial,3400-060,Oliveira do Hospital,hyperlocal,false,,Cooperativa Rádio Boa Nova CRL,true,false,true,General,,private,false,PT_806,40.359696,-7.8440443,,,2022-09-06T09:10:49.841Z,2023-01-27T11:11:24.194Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,,Coimbra,Coimbra,,,,,,,,,,,,
3628,Ràdio Bon Matí,false,http://www.radiobonmati.net/,https://www.facebook.com/radiobonmati,https://twitter.com/rbonmati,,,,,,,,,,,ES,"Amer,1 2n 1a - 17164 - Sant Julià del Llor i Bonmatí",17164,Sant Julià del Llor i Bonmatí,local,false,,Associació Radiofònica de Bonmatí,,,,,,,false,ES_2789,41.9666313,2.6432784,,,2022-09-06T09:22:33.227Z,2023-01-27T11:11:19.889Z,2022-09-06T09:22:58.469Z,web,catalan,,Girona,Cataluña,,,,,,,,,,,,
3629,Rádio Borba,true,https://http://www.radios.pt/?page_id=819&id=2136,https://www.facebook.com/radioborba93.8,,,,,,,,,,,,PT,Rua Fernão Penteado,7150-128,Borba,local,false,,,false,false,true,General,,private,false,PT_807,38.8064313,-7.454895,,,2022-09-06T09:10:54.499Z,2023-01-27T11:11:30.405Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,,Évora,Évora,,,,,,,,,,,,
3630,Rádio Botareu,true,,https://www.facebook.com/Rádio-Botaréu-FM-960091324063960/,,,,,,,1986,,,,,PT,"Praça do Município - Bloco 6, nº 8 - 3º",3750,Águeda,local,false,,"Emissora Independente de Águeda, CRL",false,false,true,General,,private,false,PT_808,40.5758806,-8.4465588,,,2022-09-06T08:54:35.544Z,2023-01-27T11:10:51.453Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,,Aveiro,Aveiro,,,,,,,,,,,,
3631,Rádio Brigantia,true,https://http://www.brigantia.pt,https://www.facebook.com/radiobrigantia,,,,,,,2011,2011,,,,PT,"Avenida Sá Carneiro, Edifício Celas, Sub-Cave",5300-220,Bragança,local,false,,"Cooperativa de Radiodifusão Brigantia, CRL",false,false,true,General,,private,false,PT_809,41.7992768,-6.7655021,,,2022-09-06T09:10:58.862Z,2023-01-27T11:10:56.239Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Bragança,Bragança,,,,,,,,,,,,
3632,Radio Briviesca,true,http://www.radiobriviesca.com/,https://www.facebook.com/RadioBriviesca,https://twitter.com/RBriviesca,https://www.youtube.com/channel/UCy36FGVW8WTXMLZfowXSEdw,https://www.instagram.com/radiobriviesca/,,,,,2009,,,,ES,"Calle la Tejera, 3, 09240 Briviesca, Burgos",9240,Briviesca,local,false,,,true,false,true,General,,,false,ES_2790,42.5504549,-3.325002,etienda,,2022-09-06T09:16:59.760Z,2023-01-27T11:11:04.573Z,2022-09-06T09:22:58.469Z,"web, radio, app",spanish,"advertising, ecommerce, public_or_private_subsidies",Burgos,Castilla y León,,,,,,,,,,,,
3633,Radio Bronka,false,http://radiobronka.info/,https://www.facebook.com/RadioBronka,https://twitter.com/RadioBronka,,,,,,,,,,,ES,"Apartado de Correos 25102, 08080 Barcelona",8080,Barcelona,local,false,,,,,,,,,false,ES_2791,41.3873974,2.168568,cuotas de los integrantes,,2022-09-06T09:22:22.314Z,2023-01-27T11:11:15.493Z,2022-09-06T09:22:58.469Z,web,spanish,,Barcelona,Cataluña,,,,,,,,,,,,
3634,Radio Buñol,true,https://radiotv.buñol.es/,https://www.facebook.com/radiobunyol,https://twitter.com/radiobunyol,https://www.youtube.com/user/radiobunyol,,,,,,,,,,ES,"Luis Vives, 19, 46360 Buñol, Valencia",46360,Buñol,local,false,,Ayuntamiento de Buñol,true,false,true,General,,public,false,ES_2792,39.4193508,-0.7918022,,,2022-09-06T09:21:47.800Z,2023-01-27T11:11:29.107Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,advertising,Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
3635,Radiocable,true,http://www.radiocable.com/inicio,https://www.facebook.com/radiocable,https://twitter.com/radiocable,,https://www.instagram.com/radiolacafetera/,,,,,1997,1997-05-14,,,ES,"Calle Madera, 9 - PISO 4 D, Madrid, 28004 , Madrid",28004,Madrid,national,true,,Radiocable en Internet SL,true,true,false,Política,,private,false,ES_3181,40.4227914,-3.7052391,e-tienda,,2022-09-06T09:16:29.518Z,2023-01-27T11:12:06.225Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,"donations, branded_content, advertising, ecommerce, suscription_membership_payment",Madrid,Madrid, Comunidad de,,,,,,,,,,,
3636,Ràdio Cabrera,true,http://audiovisualcabrera.net/,https://www.facebook.com/radiocabrera.demar,https://twitter.com/radiocabreramar,https://www.youtube.com/channel/UCMDLhdNEaZsSYZaXt7fm3rg,,,,,,2003,,,,ES,"Camí de Can Segarra, 40, 08349 Cabrera de Mar",8349,Cabrera del Mar,local,false,,Col·lectiu de Mitjans Audiovisuals de Cabrera de Mar,true,false,true,General,,private,false,ES_2793,41.5308745,2.3909083,servicios audiovisuales,,2022-09-06T09:22:31.386Z,2023-01-27T11:11:15.521Z,2022-09-06T09:22:58.469Z,"radio, web",catalan,"consultancy_events_and_other, advertising",Barcelona,Cataluña,,,,,,,,,,,,
3637,Radio Cadiz,true,http://cadenaser.com/emisora/radio_cadiz/,https://www.facebook.com/radiocadizcadenaser,https://twitter.com/RadioCadiz,https://www.youtube.com/channel/UCi-cY3LvboWcAdJu0HeB4gw,https://www.instagram.com/radiocadiz/,,,,,,,,,ES,"Paseo Marítimo, 1, 11010 Cádiz",11010,Cadiz,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2794,36.5073256,-6.2789077,,,2022-09-06T09:11:00.838Z,2023-01-27T11:10:39.128Z,2022-09-06T09:22:58.469Z,"app, web, radio",spanish,advertising,Cádiz,Andalucía,,,,,,,,,,,,
3638,Rádio Cais,true,,https://www.facebook.com/jornaldo.pico/,,,,,,,,,,,,PT,Cais do Pico,9940-355,São Roque do Pico,local,false,,Rádio Cais CRL,false,false,true,General,,private,false,PT_810,38.5250292,-28.3213553,,,2022-09-06T08:54:00.291Z,2023-02-17T15:46:16.082Z,2022-09-06T09:22:58.469Z,"web, print, radio",portuguese,,R. A. Açores,R. A. Açores,,,,,,,,,,,,
3639,Radio Calasparra,false,http://www.radiocalasparra.es/,,,,,,,,,,,,,ES,"Calle San Abdón, 15, 30420 Calasparra, Murcia",30420,Calasparra,local,false,,,,,,,,,false,ES_2795,38.2323589,-1.6982878,,,2022-09-06T09:21:37.125Z,2023-01-27T11:12:11.202Z,2022-09-06T09:22:58.469Z,web,spanish,,Murcia,Murcia, Región de,,,,,,,,,,,
3640,Rádio Caldas,true,http://radioclubedecaldas.com,https://www.facebook.com/RadioClubeDeCaldas/,,,https://www.instagram.com/radio_clube_de_caldas/,,,,1989,2018,2018-09-07,,,PT,,,Caldas da Rainha,local,false,,RCC Associação de Radiodifusão das Caldas da Raínha,true,false,false,Cultura (literatura, cine, música, arte),,private,false,PT_811,39.4048977,-9.135404,Produção de áudio,,2022-09-06T08:54:18.207Z,2023-01-27T11:11:38.962Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,"consultancy_events_and_other, donations, advertising",Leiria,Leiria,,,,,,,,,
3641,Ràdio Caldes,true,http://www.radiocaldes.cat/#/,https://www.facebook.com/RadioCaldes107.8fm,https://twitter.com/radiocaldes,,https://www.instagram.com/radiocaldes/,,,,,2008,,,,ES,"Centre Cívic i Cultural - Buenos Aires, 16 - 18 - 08140 Caldes de Montbui",8140,Caldes de Montbui,local,false,,,true,false,true,General,,,false,ES_2796,41.6338,2.1645,,,2022-09-06T09:22:20.244Z,2023-01-27T11:11:15.544Z,2022-09-06T09:22:58.469Z,"app, radio, web",catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3642,Radio Calella Televisió,true,http://www.radiocalella.cat,https://www.facebook.com/radiocalella,https://twitter.com/RadioCalellaTV,https://www.youtube.com/c/RadioCalellaTV,https://www.instagram.com/radiocalellatv/,,,,,2006,,,,ES,"Sant Jaume, 339, 08370 Calella, Barcelona",8370,Calella,local,false,,,true,false,true,General,,unknown,false,ES_2797,41.6174328,2.6618076,,,2022-09-06T09:22:34.447Z,2023-01-27T11:11:15.564Z,2022-09-06T09:22:58.469Z,"tv, web, radio",catalan,advertising,Barcelona,Cataluña,,,,,,,,,,,,
3643,Radio Calheta,true,https://www.radiocalheta.pt,https://www.facebook.com/radiocalheta,https://twitter.com/radiodacalheta,,https://www.instagram.com/radio_calheta/,,,,2011,2001,,,,PT,"R. José Luís Nunes Laranjo, 9",7350-309,Calheta,local,false,,,false,false,true,General,,private,false,PT_812,32.7379818,-17.180948,,,2022-09-06T08:54:01.667Z,2023-02-17T15:55:30.082Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,R. A. Madeira,R. A. Madeira,,,,,,,,,,,,
3644,Radio Camargo,true,http://www.radiocamargo.es/,https://www.facebook.com/RadioCamargo100.4Fm,https://twitter.com/RadioCamargo_,,https://www.instagram.com/radiocamargo_100.4_fm/,,,,,2014,,,,ES,"Pedro Velarde, 13, 39600 Muriedas, Cantabria",39600,Camargo,local,false,,Ayuntamiento de Camargo,true,false,true,General,,,false,ES_2798,43.4226593,-3.8563369,,,2022-09-06T09:16:20.867Z,2023-01-27T11:10:59.703Z,2022-09-06T09:22:58.469Z,"app, radio, web",spanish,advertising,Cantabria,Cantabria,,,,,,,,,,,,
3645,Rádio Campanário,true,https://http://www.radiocampanario.com,https://www.facebook.com/radiocampanario/,https://twitter.com/RadioCampanario,,https://www.instagram.com/radiocampanario/,,,,1986,,,,,PT,"Largo D. João IV, Apartado 22",7160-999,Vila Viçosa,local,false,,Rádio Campanário Voz de Vila Viçosa CRL,true,false,true,General,,private,false,PT_813,38.7768486,-7.4179722,,,2022-09-06T09:10:54.771Z,2023-01-27T11:11:30.426Z,2022-09-06T09:22:58.469Z,"tv, radio, web",portuguese,advertising,Évora,Évora,,,,,,,,,,,,
3646,Rádio Campo Maior,true,https://radiocampomaior.com,https://www.facebook.com/RadioCampoMaior?ref=hl,https://twitter.com/radiocampomaior,,https://www.instagram.com/radio_campo_maior/,,,,,2011,2018-10-28,,,PT,"Rua dos Chilões, Rc 1",7350-078,Elvas,local,false,,Palavras Originais Unipessoal Lda.,true,false,true,General,,private,false,PT_814,38.8786346,-7.1622074,,,2022-09-06T09:10:56.246Z,2023-01-27T11:12:20.810Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,Portalegre,Portalegre,,,,,,,,,,,,
3647,Radio Campus ULL,true,http://www.rcampus.net/,https://www.facebook.com/Radio-Campus-396320720391844,https://twitter.com/radiocampusull,,https://www.instagram.com/rcampusull/,,,,,2004,,,,ES,"Calle Padre Herrera, s/n, 38200 San Cristóbal de La Laguna, Santa Cruz de Tenerife",38200,,local,false,,,true,false,false,Educación,radio universitaria,,false,ES_2799,28.4851649,-16.3128407,,,2022-09-06T08:54:03.392Z,2023-01-27T11:10:58.618Z,2022-09-06T09:22:58.469Z,"radio, web",spanish,,Santa Cruz de Tenerife,Canarias,,,,,,,,,,,,
3648,Radio Canarias,false,http://www.radio-canarias.es/,,,,,,,,,,,,,ES,,,,local,,,,,,,,,,false,ES_2800,,,,,2022-09-06T09:22:55.025Z,2023-01-27T11:10:57.640Z,2022-09-06T09:22:58.469Z,web,spanish,,ES Unknown,,,,,,,,,,,,,
3649,Rádio Canção Nova,true,https://radio.cancaonova.pt,https://www.facebook.com/cnportugal,https://twitter.com/cnportugal,https://www.youtube.com/user/tvcnpt,https://www.instagram.com/radiocnportugal/,,,,2006,2006,,,,PT,Estrada da Batalha - Apartado 199,2496-908,Ourém,national,false,,Comunidade Canção Nova,false,false,false,Religión y espiritualidad,,private,false,PT_815,39.6564974,-8.5773408,,,2022-09-06T08:54:31.607Z,2023-01-27T11:12:26.007Z,2022-09-06T09:22:58.469Z,"radio, app, web, print, tv",portuguese,,Santarém,Santarém,,,,,,,,,,,,
3650,Ràdio Canet,true,http://www.radiocanet.cat/,https://www.facebook.com/RadioCanet,https://twitter.com/radiocanetdemar,https://www.youtube.com/channel/UCMX6_pKVr_hWw3RmfroMpAQ,https://www.instagram.com/radiocanet/?hl=es,,,,,2010,,,,ES,"Font 8 1er, 08360, Canet de Mar",8360,Canet de Mar,local,false,,,true,false,true,General,,,false,ES_2801,41.5889734,2.5803886,,,2022-09-06T09:22:32.732Z,2023-01-27T11:11:15.584Z,2022-09-06T09:22:58.469Z,"radio, web",catalan,,Barcelona,Cataluña,,,,,,,,,,,,
3651,Ràdio Canovelles City,false,http://www.radiocanovelles.com/,https://www.facebook.com/radiocanovelles,https://twitter.com/CanovellesCity,,,,,,,,,,,ES,,8420,Canovelles,local,false,,,,,,,,,false,ES_2802,41.6237835,2.2679632,,,2022-09-06T09:22:30.279Z,2023-01-27T11:11:15.604Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
